epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,961.503,0.48549,0.30859,1.18125,0.99869,0.99121,0.99471,0.92688,0.43612,0.26329,2.3663,0.006832,0.006832,0.006832
162,967.431,0.46918,0.29371,1.19149,0.99737,0.99121,0.9946,0.92792,0.44111,0.25971,2.18849,0.0068122,0.0068122,0.0068122
163,973.384,0.46833,0.29134,1.18703,0.99621,0.99162,0.99471,0.93911,0.40625,0.25007,2.16764,0.0067924,0.0067924,0.0067924
164,979.334,0.47467,0.29638,1.18886,0.99372,0.99349,0.99481,0.93127,0.40487,0.2746,2.01786,0.0067726,0.0067726,0.0067726
165,985.244,0.47976,0.30169,1.21644,0.9946,0.99121,0.99424,0.93192,0.41489,0.26563,2.10037,0.0067528,0.0067528,0.0067528
166,991.153,0.48654,0.30238,1.18911,0.99622,0.99241,0.99374,0.93175,0.41444,0.25617,2.55012,0.006733,0.006733,0.006733
167,997.068,0.47367,0.29718,1.21391,0.99873,0.98973,0.9947,0.92777,0.42723,0.26444,2.16592,0.0067132,0.0067132,0.0067132
168,1002.96,0.47224,0.29498,1.17656,0.99349,0.99497,0.9947,0.93848,0.41375,0.26379,2.46665,0.0066934,0.0066934,0.0066934
169,1008.87,0.48011,0.30113,1.2107,0.99843,0.99121,0.99472,0.93797,0.41657,0.28624,1.94982,0.0066736,0.0066736,0.0066736
170,1014.82,0.47952,0.30569,1.19432,0.99747,0.98954,0.99426,0.93034,0.41348,0.27724,1.73549,0.0066538,0.0066538,0.0066538
171,1020.79,0.4808,0.29638,1.18875,0.99608,0.99372,0.99454,0.93095,0.40988,0.27214,2.01782,0.006634,0.006634,0.006634
172,1026.66,0.47305,0.29217,1.19536,0.99748,0.99357,0.99466,0.93887,0.39917,0.23247,3.03115,0.0066142,0.0066142,0.0066142
173,1032.55,0.47437,0.28979,1.16077,0.99874,0.99207,0.99456,0.93558,0.41772,0.26357,2.54581,0.0065944,0.0065944,0.0065944
174,1038.5,0.46753,0.29064,1.20129,0.99477,0.99372,0.99487,0.94412,0.40265,0.24818,2.56398,0.0065746,0.0065746,0.0065746
175,1044.46,0.46856,0.29289,1.18203,0.99733,0.99372,0.99457,0.94092,0.41207,0.2535,2.40738,0.0065548,0.0065548,0.0065548
176,1050.39,0.4696,0.29327,1.17789,0.99575,0.99246,0.99477,0.93513,0.4196,0.26031,2.31378,0.006535,0.006535,0.006535
177,1056.31,0.47307,0.30185,1.17227,0.99737,0.99246,0.99422,0.93001,0.42541,0.26115,1.94298,0.0065152,0.0065152,0.0065152
178,1062.26,0.46886,0.29402,1.19828,0.99245,0.99095,0.99434,0.93584,0.422,0.2627,1.97421,0.0064954,0.0064954,0.0064954
179,1068.34,0.46964,0.29084,1.17604,0.99622,0.99207,0.99426,0.92958,0.41685,0.25265,1.80311,0.0064756,0.0064756,0.0064756
180,1074.48,0.45766,0.28881,1.17359,0.99695,0.99372,0.99453,0.93619,0.40786,0.25715,1.88654,0.0064558,0.0064558,0.0064558
181,1080.46,0.45806,0.28057,1.16622,0.99699,0.99246,0.99467,0.93583,0.41192,0.25033,2.37468,0.006436,0.006436,0.006436
182,1086.54,0.4614,0.28498,1.18716,0.99748,0.99368,0.99487,0.93941,0.39392,0.22319,2.76684,0.0064162,0.0064162,0.0064162
